"rules","support","confidence","lift"
"{RETINOPLASTÍA DIABÉTICA SEVERA(PANFOTOCOAGULACIÓN)2Y1/2 } => {CONSULTA VESTIDA OFTALMOLOGICA (PEDIATRICA Y DE ADULTO) }",0.000449034575662326,1,3.62703583061889
"{RG BILATERAL -RETINOGRAFIA ,CREATININA - serica o urinaria } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.000449034575662326,1,1.47385837193911
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,RG BILATERAL -RETINOGRAFIA } => {CREATININA - serica o urinaria }",0.000449034575662326,1,1.59985632183908
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,CONSULTA INICIAL CON PLAN NUTRICIONAL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.000449034575662326,1,1.47385837193911
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL TOTAL,CONSULTA INICIAL CON PLAN NUTRICIONAL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.000449034575662326,1,1.81204231082181
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,CONSULTA INICIAL CON PLAN NUTRICIONAL,CREATININA - serica o urinaria ,LDL COLESTEROL (LDL-C) } => {COLESTEROL TOTAL}",0.000449034575662326,1,1.76326207442597
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,CONSULTA INICIAL CON PLAN NUTRICIONAL,CREATININA - serica o urinaria } => {LDL COLESTEROL (LDL-C) }",0.000449034575662326,1,1.9034188034188
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,COLESTEROL TOTAL,CONSULTA INICIAL CON PLAN NUTRICIONAL,LDL COLESTEROL (LDL-C) } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.000898069151324652,1,1.47385837193911
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL TOTAL,CONSULTA INICIAL CON PLAN NUTRICIONAL,LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.000898069151324652,1,1.81204231082181
"{GLUCEMIA (C/U) |(antes)| GLUCEMIA,COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL,CONSULTA INICIAL CON PLAN NUTRICIONAL,LDL COLESTEROL (LDL-C) } => {COLESTEROL TOTAL}",0.000898069151324652,1,1.76326207442597
