"rules","support","confidence","coverage","lift","count"
"{MICROALBUMINURIA / ALBUMINA URINARIA |(antes)| MICROALBUMINURIA} => {LDL COLESTEROL (LDL-C) }",0.0480466995958689,0.914529914529915,0.0525370453524921,1.74073343560523,107
"{MICROALBUMINURIA / ALBUMINA URINARIA |(antes)| MICROALBUMINURIA} => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.0480466995958689,0.914529914529915,0.0525370453524921,1.65716689964046,107
"{MICROALBUMINURIA / ALBUMINA URINARIA |(antes)| MICROALBUMINURIA} => {COLESTEROL TOTAL}",0.0453524921418949,0.863247863247863,0.0525370453524921,1.52213221809421,101
"{MICROALBUMINURIA / ALBUMINA URINARIA |(antes)| MICROALBUMINURIA} => {CREATININA - serica o urinaria }",0.0440053884149079,0.837606837606838,0.0525370453524921,1.34005059436094,98
"{MICROALBUMINURIA / ALBUMINA URINARIA |(antes)| MICROALBUMINURIA} => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.0475976650202066,0.905982905982906,0.0525370453524921,1.33529049081663,106
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {LDL COLESTEROL (LDL-C) }",0.142343960484957,0.819121447028424,0.17377638078132,1.55913116455752,317
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.146385271665918,0.842377260981912,0.17377638078132,1.52642323857341,326
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {COLESTEROL TOTAL}",0.141894925909295,0.816537467700258,0.17377638078132,1.43976954914369,316
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {CREATININA - serica o urinaria }",0.144140098787607,0.829457364341085,0.17377638078132,1.32701260803707,321
"{HEMOGLOBINA GLICOSILADA (Hb A1C) |(antes)| HEMOGLOBINA GLICOSILADA} => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.153120790300853,0.881136950904393,0.17377638078132,1.29867107191534,341
"{LDL COLESTEROL (LDL-C) } => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.517736865738662,0.985470085470086,0.525370453524921,1.78571349092098,1153
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL} => {LDL COLESTEROL (LDL-C) }",0.517736865738662,0.938161106590724,0.551863493488999,1.78571349092098,1153
"{LDL COLESTEROL (LDL-C) } => {COLESTEROL TOTAL}",0.489447687471935,0.931623931623932,0.525370453524921,1.64269714626009,1090
"{COLESTEROL TOTAL} => {LDL COLESTEROL (LDL-C) }",0.489447687471935,0.863024544734759,0.567130669061518,1.64269714626009,1090
"{LDL COLESTEROL (LDL-C) } => {CREATININA - serica o urinaria }",0.451279748540638,0.858974358974359,0.525370453524921,1.3742355585028,1005
"{LDL COLESTEROL (LDL-C) } => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.474629546475079,0.903418803418803,0.525370453524921,1.33151136678602,1057
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL} => {COLESTEROL TOTAL}",0.51549169286035,0.934092758340114,0.551863493488999,1.64705033477707,1148
"{COLESTEROL TOTAL} => {COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL}",0.51549169286035,0.908946951702296,0.567130669061518,1.64705033477707,1148
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL} => {CREATININA - serica o urinaria }",0.475976650202066,0.862489829129373,0.551863493488999,1.37985980565454,1060
"{COLESTEROL HDL (HDL-C) |(antes)| COLESTEROL HDL} => {GLUCEMIA (C/U) |(antes)| GLUCEMIA}",0.499775482712169,0.905614320585842,0.551863493488999,1.3347472481434,1113
